プロット タイトル: site17_spot131_2024,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),ホスト接続 (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
2705,02/15/24 12:00:00 午前,24.002,,,,
2706,02/15/24 01:00:00 午前,23.978,,,,
2707,02/15/24 02:00:00 午前,23.809,,,,
2708,02/15/24 03:00:00 午前,23.761,,,,
2709,02/15/24 04:00:00 午前,23.785,,,,
2710,02/15/24 05:00:00 午前,24.098,,,,
2711,02/15/24 06:00:00 午前,24.146,,,,
2712,02/15/24 07:00:00 午前,24.146,,,,
2713,02/15/24 08:00:00 午前,24.122,,,,
2714,02/15/24 09:00:00 午前,23.978,,,,
2715,02/15/24 10:00:00 午前,23.689,,,,
2716,02/15/24 11:00:00 午前,24.098,,,,
2717,02/15/24 12:00:00 午後,24.171,,,,
2718,02/15/24 01:00:00 午後,24.243,,,,
2719,02/15/24 02:00:00 午後,24.243,,,,
2720,02/15/24 03:00:00 午後,24.122,,,,
2721,02/15/24 04:00:00 午後,24.195,,,,
2722,02/15/24 05:00:00 午後,24.291,,,,
2723,02/15/24 06:00:00 午後,24.363,,,,
2724,02/15/24 07:00:00 午後,24.267,,,,
2725,02/15/24 08:00:00 午後,24.243,,,,
2726,02/15/24 09:00:00 午後,24.219,,,,
2727,02/15/24 10:00:00 午後,24.267,,,,
2728,02/15/24 11:00:00 午後,24.219,,,,
2729,02/16/24 12:00:00 午前,24.074,,,,
2730,02/16/24 01:00:00 午前,24.146,,,,
2731,02/16/24 02:00:00 午前,24.146,,,,
2732,02/16/24 03:00:00 午前,24.098,,,,
2733,02/16/24 04:00:00 午前,24.098,,,,
2734,02/16/24 05:00:00 午前,24.074,,,,
2735,02/16/24 06:00:00 午前,24.002,,,,
2736,02/16/24 07:00:00 午前,23.954,,,,
2737,02/16/24 08:00:00 午前,23.93,,,,
2738,02/16/24 09:00:00 午前,23.93,,,,
2739,02/16/24 10:00:00 午前,23.978,,,,
2740,02/16/24 11:00:00 午前,23.954,,,,
2741,02/16/24 12:00:00 午後,23.93,,,,
2742,02/16/24 01:00:00 午後,23.905,,,,
2743,02/16/24 02:00:00 午後,23.905,,,,
2744,02/16/24 03:00:00 午後,23.881,,,,
2745,02/16/24 04:00:00 午後,23.857,,,,
2746,02/16/24 05:00:00 午後,23.833,,,,
2747,02/16/24 06:00:00 午後,23.833,,,,
2748,02/16/24 07:00:00 午後,23.833,,,,
2749,02/16/24 08:00:00 午後,23.905,,,,
2750,02/16/24 09:00:00 午後,23.881,,,,
2751,02/16/24 10:00:00 午後,23.881,,,,
2752,02/16/24 11:00:00 午後,23.857,,,,
2753,02/17/24 12:00:00 午前,23.857,,,,
2754,02/17/24 01:00:00 午前,23.833,,,,
2755,02/17/24 02:00:00 午前,23.809,,,,
2756,02/17/24 03:00:00 午前,23.809,,,,
2757,02/17/24 04:00:00 午前,23.833,,,,
2758,02/17/24 05:00:00 午前,23.809,,,,
2759,02/17/24 06:00:00 午前,23.785,,,,
2760,02/17/24 07:00:00 午前,23.761,,,,
2761,02/17/24 08:00:00 午前,23.761,,,,
2762,02/17/24 09:00:00 午前,23.809,,,,
2763,02/17/24 10:00:00 午前,24.098,,,,
2764,02/17/24 11:00:00 午前,24.122,,,,
2765,02/17/24 12:00:00 午後,24.146,,,,
2766,02/17/24 01:00:00 午後,24.195,,,,
2767,02/17/24 02:00:00 午後,24.122,,,,
2768,02/17/24 03:00:00 午後,24.219,,,,
2769,02/17/24 04:00:00 午後,24.243,,,,
2770,02/17/24 05:00:00 午後,24.243,,,,
2771,02/17/24 06:00:00 午後,24.219,,,,
2772,02/17/24 07:00:00 午後,24.195,,,,
2773,02/17/24 08:00:00 午後,24.171,,,,
2774,02/17/24 09:00:00 午後,24.171,,,,
2775,02/17/24 10:00:00 午後,24.122,,,,
2776,02/17/24 11:00:00 午後,24.122,,,,
2777,02/18/24 12:00:00 午前,24.05,,,,
2778,02/18/24 01:00:00 午前,24.026,,,,
2779,02/18/24 02:00:00 午前,23.857,,,,
2780,02/18/24 03:00:00 午前,23.93,,,,
2781,02/18/24 04:00:00 午前,24.026,,,,
2782,02/18/24 05:00:00 午前,24.002,,,,
2783,02/18/24 06:00:00 午前,24.026,,,,
2784,02/18/24 07:00:00 午前,24.002,,,,
2785,02/18/24 08:00:00 午前,24.026,,,,
2786,02/18/24 09:00:00 午前,24.026,,,,
2787,02/18/24 10:00:00 午前,24.074,,,,
2788,02/18/24 11:00:00 午前,24.171,,,,
2789,02/18/24 12:00:00 午後,24.267,,,,
2790,02/18/24 01:00:00 午後,24.315,,,,
2791,02/18/24 02:00:00 午後,24.315,,,,
2792,02/18/24 03:00:00 午後,24.339,,,,
2793,02/18/24 04:00:00 午後,24.267,,,,
2794,02/18/24 05:00:00 午後,24.267,,,,
2795,02/18/24 06:00:00 午後,24.219,,,,
2796,02/18/24 07:00:00 午後,24.098,,,,
2797,02/18/24 08:00:00 午後,24.074,,,,
2798,02/18/24 09:00:00 午後,24.074,,,,
2799,02/18/24 10:00:00 午後,24.074,,,,
2800,02/18/24 11:00:00 午後,24.074,,,,
2801,02/19/24 12:00:00 午前,23.93,,,,
2802,02/19/24 01:00:00 午前,24.026,,,,
2803,02/19/24 02:00:00 午前,23.737,,,,
2804,02/19/24 03:00:00 午前,23.809,,,,
2805,02/19/24 04:00:00 午前,23.785,,,,
2806,02/19/24 05:00:00 午前,24.026,,,,
2807,02/19/24 06:00:00 午前,24.074,,,,
2808,02/19/24 07:00:00 午前,24.002,,,,
2809,02/19/24 08:00:00 午前,24.026,,,,
2810,02/19/24 09:00:00 午前,24.026,,,,
2811,02/19/24 10:00:00 午前,24.098,,,,
2812,02/19/24 11:00:00 午前,24.195,,,,
2813,02/19/24 12:00:00 午後,24.243,,,,
2814,02/19/24 01:00:00 午後,24.315,,,,
2815,02/19/24 02:00:00 午後,24.363,,,,
2816,02/19/24 03:00:00 午後,24.291,,,,
2817,02/19/24 04:00:00 午後,24.412,,,,
2818,02/19/24 05:00:00 午後,24.339,,,,
2819,02/19/24 06:00:00 午後,24.388,,,,
2820,02/19/24 07:00:00 午後,24.363,,,,
2821,02/19/24 08:00:00 午後,24.219,,,,
2822,02/19/24 09:00:00 午後,24.122,,,,
2823,02/19/24 10:00:00 午後,24.074,,,,
2824,02/19/24 11:00:00 午後,24.219,,,,
2825,02/20/24 12:00:00 午前,24.195,,,,
2826,02/20/24 01:00:00 午前,24.195,,,,
2827,02/20/24 02:00:00 午前,24.074,,,,
2828,02/20/24 03:00:00 午前,23.93,,,,
2829,02/20/24 04:00:00 午前,23.881,,,,
2830,02/20/24 05:00:00 午前,23.881,,,,
2831,02/20/24 06:00:00 午前,23.881,,,,
2832,02/20/24 07:00:00 午前,23.978,,,,
2833,02/20/24 08:00:00 午前,24.026,,,,
2834,02/20/24 09:00:00 午前,24.05,,,,
2835,02/20/24 10:00:00 午前,24.074,,,,
2836,02/20/24 11:00:00 午前,24.146,,,,
2837,02/20/24 12:00:00 午後,24.267,,,,
2838,02/20/24 01:00:00 午後,24.339,,,,
2839,02/20/24 02:00:00 午後,24.412,,,,
2840,02/20/24 03:00:00 午後,24.436,,,,
2841,02/20/24 04:00:00 午後,24.484,,,,
2842,02/20/24 05:00:00 午後,24.412,,,,
2843,02/20/24 06:00:00 午後,24.363,,,,
2844,02/20/24 07:00:00 午後,24.412,,,,
2845,02/20/24 08:00:00 午後,24.436,,,,
2846,02/20/24 09:00:00 午後,24.388,,,,
2847,02/20/24 10:00:00 午後,24.436,,,,
2848,02/20/24 11:00:00 午後,24.388,,,,
2849,02/21/24 12:00:00 午前,24.412,,,,
2850,02/21/24 01:00:00 午前,24.243,,,,
2851,02/21/24 02:00:00 午前,24.267,,,,
2852,02/21/24 03:00:00 午前,24.195,,,,
2853,02/21/24 04:00:00 午前,24.291,,,,
2854,02/21/24 05:00:00 午前,24.219,,,,
2855,02/21/24 06:00:00 午前,24.122,,,,
2856,02/21/24 07:00:00 午前,24.002,,,,
2857,02/21/24 08:00:00 午前,24.122,,,,
2858,02/21/24 09:00:00 午前,24.002,,,,
2859,02/21/24 10:00:00 午前,24.074,,,,
2860,02/21/24 11:00:00 午前,24.171,,,,
2861,02/21/24 12:00:00 午後,24.291,,,,
2862,02/21/24 01:00:00 午後,24.315,,,,
2863,02/21/24 02:00:00 午後,24.412,,,,
2864,02/21/24 03:00:00 午後,24.363,,,,
2865,02/21/24 04:00:00 午後,24.436,,,,
2866,02/21/24 05:00:00 午後,24.508,,,,
2867,02/21/24 06:00:00 午後,24.605,,,,
2868,02/21/24 07:00:00 午後,24.363,,,,
2869,02/21/24 08:00:00 午後,24.653,,,,
2870,02/21/24 09:00:00 午後,24.702,,,,
2871,02/21/24 10:00:00 午後,24.702,,,,
2872,02/21/24 11:00:00 午後,24.798,,,,
2873,02/22/24 12:00:00 午前,24.798,,,,
2874,02/22/24 01:00:00 午前,24.508,,,,
2875,02/22/24 02:00:00 午前,24.219,,,,
2876,02/22/24 03:00:00 午前,24.702,,,,
2877,02/22/24 04:00:00 午前,24.726,,,,
2878,02/22/24 05:00:00 午前,24.75,,,,
2879,02/22/24 06:00:00 午前,24.798,,,,
2880,02/22/24 07:00:00 午前,24.823,,,,
2881,02/22/24 08:00:00 午前,24.798,,,,
2882,02/22/24 09:00:00 午前,24.823,,,,
2883,02/22/24 10:00:00 午前,24.798,,,,
2884,02/22/24 11:00:00 午前,24.871,,,,
2885,02/22/24 12:00:00 午後,24.847,,,,
2886,02/22/24 01:00:00 午後,24.702,,,,
2887,02/22/24 02:00:00 午後,24.605,,,,
2888,02/22/24 03:00:00 午後,24.557,,,,
2889,02/22/24 04:00:00 午後,24.46,,,,
2890,02/22/24 05:00:00 午後,24.484,,,,
2891,02/22/24 06:00:00 午後,24.605,,,,
2892,02/22/24 07:00:00 午後,24.508,,,,
2893,02/22/24 08:00:00 午後,24.412,,,,
2894,02/22/24 09:00:00 午後,24.436,,,,
2895,02/22/24 10:00:00 午後,24.46,,,,
2896,02/22/24 11:00:00 午後,24.363,,,,
2897,02/23/24 12:00:00 午前,24.412,,,,
2898,02/23/24 01:00:00 午前,24.46,,,,
2899,02/23/24 02:00:00 午前,24.532,,,,
2900,02/23/24 03:00:00 午前,24.508,,,,
2901,02/23/24 04:00:00 午前,24.46,,,,
2902,02/23/24 05:00:00 午前,24.677,,,,
2903,02/23/24 06:00:00 午前,24.629,,,,
2904,02/23/24 07:00:00 午前,24.629,,,,
2905,02/23/24 08:00:00 午前,24.653,,,,
2906,02/23/24 09:00:00 午前,24.605,,,,
2907,02/23/24 10:00:00 午前,24.508,,,,
2908,02/23/24 11:00:00 午前,24.484,,,,
2909,02/23/24 12:00:00 午後,24.484,,,,
2910,02/23/24 01:00:00 午後,24.484,,,,
2911,02/23/24 02:00:00 午後,24.315,,,,
2912,02/23/24 03:00:00 午後,24.122,,,,
2913,02/23/24 04:00:00 午後,24.195,,,,
2914,02/23/24 05:00:00 午後,24.122,,,,
2915,02/23/24 06:00:00 午後,24.146,,,,
2916,02/23/24 07:00:00 午後,24.146,,,,
2917,02/23/24 08:00:00 午後,24.098,,,,
2918,02/23/24 09:00:00 午後,24.026,,,,
2919,02/23/24 10:00:00 午後,24.074,,,,
2920,02/23/24 11:00:00 午後,24.026,,,,
2921,02/24/24 12:00:00 午前,24.05,,,,
2922,02/24/24 01:00:00 午前,24.098,,,,
2923,02/24/24 02:00:00 午前,24.098,,,,
2924,02/24/24 03:00:00 午前,24.074,,,,
2925,02/24/24 04:00:00 午前,23.978,,,,
2926,02/24/24 05:00:00 午前,23.954,,,,
2927,02/24/24 06:00:00 午前,23.881,,,,
2928,02/24/24 07:00:00 午前,24.002,,,,
2929,02/24/24 08:00:00 午前,24.074,,,,
2930,02/24/24 09:00:00 午前,23.93,,,,
2931,02/24/24 10:00:00 午前,24.171,,,,
2932,02/24/24 11:00:00 午前,24.219,,,,
2933,02/24/24 12:00:00 午後,24.219,,,,
2934,02/24/24 01:00:00 午後,24.195,,,,
2935,02/24/24 02:00:00 午後,24.171,,,,
2936,02/24/24 03:00:00 午後,24.098,,,,
2937,02/24/24 04:00:00 午後,24.122,,,,
2938,02/24/24 05:00:00 午後,24.098,,,,
2939,02/24/24 06:00:00 午後,24.098,,,,
2940,02/24/24 07:00:00 午後,24.074,,,,
2941,02/24/24 08:00:00 午後,24.026,,,,
2942,02/24/24 09:00:00 午後,24.05,,,,
2943,02/24/24 10:00:00 午後,24.026,,,,
2944,02/24/24 11:00:00 午後,24.002,,,,
2945,02/25/24 12:00:00 午前,23.978,,,,
2946,02/25/24 01:00:00 午前,23.978,,,,
2947,02/25/24 02:00:00 午前,23.978,,,,
2948,02/25/24 03:00:00 午前,23.978,,,,
2949,02/25/24 04:00:00 午前,24.074,,,,
2950,02/25/24 05:00:00 午前,24.098,,,,
2951,02/25/24 06:00:00 午前,24.074,,,,
2952,02/25/24 07:00:00 午前,24.002,,,,
2953,02/25/24 08:00:00 午前,24.002,,,,
2954,02/25/24 09:00:00 午前,23.978,,,,
2955,02/25/24 10:00:00 午前,23.93,,,,
2956,02/25/24 11:00:00 午前,23.93,,,,
2957,02/25/24 12:00:00 午後,23.93,,,,
2958,02/25/24 01:00:00 午後,24.002,,,,
2959,02/25/24 02:00:00 午後,24.002,,,,
2960,02/25/24 03:00:00 午後,24.002,,,,
2961,02/25/24 04:00:00 午後,23.978,,,,
2962,02/25/24 05:00:00 午後,23.93,,,,
2963,02/25/24 06:00:00 午後,23.905,,,,
2964,02/25/24 07:00:00 午後,23.881,,,,
2965,02/25/24 08:00:00 午後,23.833,,,,
2966,02/25/24 09:00:00 午後,23.857,,,,
2967,02/25/24 10:00:00 午後,23.809,,,,
2968,02/25/24 11:00:00 午後,23.785,,,,
2969,02/26/24 12:00:00 午前,23.809,,,,
2970,02/26/24 01:00:00 午前,23.785,,,,
2971,02/26/24 02:00:00 午前,23.785,,,,
2972,02/26/24 03:00:00 午前,23.785,,,,
2973,02/26/24 04:00:00 午前,23.785,,,,
2974,02/26/24 05:00:00 午前,23.809,,,,
2975,02/26/24 06:00:00 午前,23.785,,,,
2976,02/26/24 07:00:00 午前,23.785,,,,
2977,02/26/24 08:00:00 午前,23.833,,,,
2978,02/26/24 09:00:00 午前,23.713,,,,
2979,02/26/24 10:00:00 午前,23.737,,,,
2980,02/26/24 11:00:00 午前,23.785,,,,
2981,02/26/24 12:00:00 午後,23.785,,,,
2982,02/26/24 01:00:00 午後,23.737,,,,
2983,02/26/24 02:00:00 午後,23.689,,,,
2984,02/26/24 03:00:00 午後,23.737,,,,
2985,02/26/24 04:00:00 午後,23.761,,,,
2986,02/26/24 05:00:00 午後,23.737,,,,
2987,02/26/24 06:00:00 午後,23.737,,,,
2988,02/26/24 07:00:00 午後,23.689,,,,
2989,02/26/24 08:00:00 午後,23.761,,,,
2990,02/26/24 09:00:00 午後,23.785,,,,
2991,02/26/24 10:00:00 午後,23.593,,,,
2992,02/26/24 11:00:00 午後,23.665,,,,
2993,02/27/24 12:00:00 午前,23.689,,,,
2994,02/27/24 01:00:00 午前,23.689,,,,
2995,02/27/24 02:00:00 午前,23.713,,,,
2996,02/27/24 03:00:00 午前,23.689,,,,
2997,02/27/24 04:00:00 午前,23.689,,,,
2998,02/27/24 05:00:00 午前,23.689,,,,
2999,02/27/24 06:00:00 午前,23.737,,,,
3000,02/27/24 07:00:00 午前,23.713,,,,
3001,02/27/24 08:00:00 午前,23.689,,,,
3002,02/27/24 09:00:00 午前,23.713,,,,
3003,02/27/24 10:00:00 午前,23.689,,,,
3004,02/27/24 11:00:00 午前,23.689,,,,
3005,02/27/24 12:00:00 午後,23.689,,,,
3006,02/27/24 01:00:00 午後,23.689,,,,
3007,02/27/24 02:00:00 午後,23.641,,,,
3008,02/27/24 03:00:00 午後,23.617,,,,
3009,02/27/24 04:00:00 午後,23.641,,,,
3010,02/27/24 05:00:00 午後,23.665,,,,
3011,02/27/24 06:00:00 午後,23.689,,,,
3012,02/27/24 07:00:00 午後,23.689,,,,
3013,02/27/24 08:00:00 午後,23.689,,,,
3014,02/27/24 09:00:00 午後,23.737,,,,
3015,02/27/24 10:00:00 午後,23.713,,,,
3016,02/27/24 11:00:00 午後,23.713,,,,
3017,02/28/24 12:00:00 午前,23.713,,,,
3018,02/28/24 01:00:00 午前,23.689,,,,
3019,02/28/24 02:00:00 午前,23.665,,,,
3020,02/28/24 03:00:00 午前,23.617,,,,
3021,02/28/24 04:00:00 午前,23.593,,,,
3022,02/28/24 05:00:00 午前,23.593,,,,
3023,02/28/24 06:00:00 午前,23.569,,,,
3024,02/28/24 07:00:00 午前,23.617,,,,
3025,02/28/24 08:00:00 午前,23.569,,,,
3026,02/28/24 09:00:00 午前,23.569,,,,
3027,02/28/24 10:00:00 午前,23.641,,,,
3028,02/28/24 11:00:00 午前,23.665,,,,
3029,02/28/24 12:00:00 午後,23.737,,,,
3030,02/28/24 01:00:00 午後,23.761,,,,
3031,02/28/24 02:00:00 午後,23.809,,,,
3032,02/28/24 03:00:00 午後,23.785,,,,
3033,02/28/24 04:00:00 午後,23.833,,,,
3034,02/28/24 05:00:00 午後,23.785,,,,
3035,02/28/24 06:00:00 午後,23.761,,,,
3036,02/28/24 07:00:00 午後,23.737,,,,
3037,02/28/24 08:00:00 午後,23.761,,,,
3038,02/28/24 09:00:00 午後,23.761,,,,
3039,02/28/24 10:00:00 午後,23.737,,,,
3040,02/28/24 11:00:00 午後,23.761,,,,
3041,02/29/24 12:00:00 午前,23.785,,,,
3042,02/29/24 01:00:00 午前,23.785,,,,
3043,02/29/24 02:00:00 午前,23.761,,,,
3044,02/29/24 03:00:00 午前,23.737,,,,
3045,02/29/24 04:00:00 午前,23.713,,,,
3046,02/29/24 05:00:00 午前,23.737,,,,
3047,02/29/24 06:00:00 午前,23.809,,,,
3048,02/29/24 07:00:00 午前,23.785,,,,
3049,02/29/24 08:00:00 午前,23.785,,,,
3050,02/29/24 09:00:00 午前,23.737,,,,
3051,02/29/24 10:00:00 午前,23.761,,,,
3052,02/29/24 11:00:00 午前,23.833,,,,
3053,02/29/24 12:00:00 午後,23.857,,,,
3054,02/29/24 01:00:00 午後,23.881,,,,
3055,02/29/24 02:00:00 午後,23.881,,,,
3056,02/29/24 03:00:00 午後,23.761,,,,
3057,02/29/24 04:00:00 午後,23.785,,,,
3058,02/29/24 05:00:00 午後,23.761,,,,
3059,02/29/24 06:00:00 午後,23.833,,,,
3060,02/29/24 07:00:00 午後,23.785,,,,
3061,02/29/24 08:00:00 午後,23.833,,,,
3062,02/29/24 09:00:00 午後,23.833,,,,
3063,02/29/24 10:00:00 午後,23.809,,,,
3064,02/29/24 11:00:00 午後,23.785,,,,
3065,03/01/24 12:00:00 午前,23.785,,,,
3066,03/01/24 01:00:00 午前,23.761,,,,
3067,03/01/24 02:00:00 午前,23.761,,,,
3068,03/01/24 03:00:00 午前,23.737,,,,
3069,03/01/24 04:00:00 午前,23.689,,,,
3070,03/01/24 05:00:00 午前,23.689,,,,
3071,03/01/24 06:00:00 午前,23.713,,,,
3072,03/01/24 07:00:00 午前,23.713,,,,
3073,03/01/24 08:00:00 午前,23.713,,,,
3074,03/01/24 09:00:00 午前,23.665,,,,
3075,03/01/24 10:00:00 午前,23.593,,,,
3076,03/01/24 11:00:00 午前,23.521,,,,
3077,03/01/24 12:00:00 午後,23.545,,,,
3078,03/01/24 01:00:00 午後,23.545,,,,
3079,03/01/24 02:00:00 午後,23.521,,,,
3080,03/01/24 03:00:00 午後,23.521,,,,
3081,03/01/24 04:00:00 午後,23.472,,,,
3082,03/01/24 05:00:00 午後,23.424,,,,
3083,03/01/24 06:00:00 午後,23.521,,,,
3084,03/01/24 07:00:00 午後,23.521,,,,
3085,03/01/24 08:00:00 午後,23.472,,,,
3086,03/01/24 09:00:00 午後,23.424,,,,
3087,03/01/24 10:00:00 午後,23.352,,,,
3088,03/01/24 11:00:00 午後,23.328,,,,
3089,03/02/24 12:00:00 午前,23.328,,,,
3090,03/02/24 01:00:00 午前,23.304,,,,
3091,03/02/24 02:00:00 午前,23.28,,,,
3092,03/02/24 03:00:00 午前,23.232,,,,
3093,03/02/24 04:00:00 午前,23.352,,,,
3094,03/02/24 05:00:00 午前,23.352,,,,
3095,03/02/24 06:00:00 午前,23.448,,,,
3096,03/02/24 07:00:00 午前,23.4,,,,
3097,03/02/24 08:00:00 午前,23.424,,,,
3098,03/02/24 09:00:00 午前,23.448,,,,
3099,03/02/24 10:00:00 午前,23.376,,,,
3100,03/02/24 11:00:00 午前,23.352,,,,
3101,03/02/24 12:00:00 午後,23.352,,,,
3102,03/02/24 01:00:00 午後,23.352,,,,
3103,03/02/24 02:00:00 午後,23.376,,,,
3104,03/02/24 03:00:00 午後,23.424,,,,
3105,03/02/24 04:00:00 午後,23.4,,,,
3106,03/02/24 05:00:00 午後,23.376,,,,
3107,03/02/24 06:00:00 午後,23.376,,,,
3108,03/02/24 07:00:00 午後,23.4,,,,
3109,03/02/24 08:00:00 午後,23.4,,,,
3110,03/02/24 09:00:00 午後,23.4,,,,
3111,03/02/24 10:00:00 午後,23.376,,,,
3112,03/02/24 11:00:00 午後,23.352,,,,
3113,03/03/24 12:00:00 午前,23.328,,,,
3114,03/03/24 01:00:00 午前,23.352,,,,
3115,03/03/24 02:00:00 午前,23.376,,,,
3116,03/03/24 03:00:00 午前,23.4,,,,
3117,03/03/24 04:00:00 午前,23.4,,,,
3118,03/03/24 05:00:00 午前,23.448,,,,
3119,03/03/24 06:00:00 午前,23.424,,,,
3120,03/03/24 07:00:00 午前,23.424,,,,
3121,03/03/24 08:00:00 午前,23.4,,,,
3122,03/03/24 09:00:00 午前,23.4,,,,
3123,03/03/24 10:00:00 午前,23.448,,,,
3124,03/03/24 11:00:00 午前,23.448,,,,
3125,03/03/24 12:00:00 午後,23.472,,,,
3126,03/03/24 01:00:00 午後,23.497,,,,
3127,03/03/24 02:00:00 午後,23.497,,,,
3128,03/03/24 03:00:00 午後,23.472,,,,
3129,03/03/24 04:00:00 午後,23.448,,,,
3130,03/03/24 05:00:00 午後,23.448,,,,
3131,03/03/24 06:00:00 午後,23.448,,,,
3132,03/03/24 07:00:00 午後,23.448,,,,
3133,03/03/24 08:00:00 午後,23.448,,,,
3134,03/03/24 09:00:00 午後,23.448,,,,
3135,03/03/24 10:00:00 午後,23.424,,,,
3136,03/03/24 11:00:00 午後,23.4,,,,
3137,03/04/24 12:00:00 午前,23.4,,,,
3138,03/04/24 01:00:00 午前,23.4,,,,
3139,03/04/24 02:00:00 午前,23.4,,,,
3140,03/04/24 03:00:00 午前,23.4,,,,
3141,03/04/24 04:00:00 午前,23.424,,,,
3142,03/04/24 05:00:00 午前,23.4,,,,
3143,03/04/24 06:00:00 午前,23.4,,,,
3144,03/04/24 07:00:00 午前,23.4,,,,
3145,03/04/24 08:00:00 午前,23.4,,,,
3146,03/04/24 09:00:00 午前,23.448,,,,
3147,03/04/24 10:00:00 午前,23.497,,,,
3148,03/04/24 11:00:00 午前,23.569,,,,
3149,03/04/24 12:00:00 午後,23.641,,,,
3150,03/04/24 01:00:00 午後,23.689,,,,
3151,03/04/24 02:00:00 午後,23.761,,,,
3152,03/04/24 03:00:00 午後,23.713,,,,
3153,03/04/24 04:00:00 午後,23.617,,,,
3154,03/04/24 05:00:00 午後,23.593,,,,
3155,03/04/24 06:00:00 午後,23.545,,,,
3156,03/04/24 07:00:00 午後,23.521,,,,
3157,03/04/24 08:00:00 午後,23.521,,,,
3158,03/04/24 09:00:00 午後,23.521,,,,
3159,03/04/24 10:00:00 午後,23.497,,,,
3160,03/04/24 11:00:00 午後,23.545,,,,
3161,03/05/24 12:00:00 午前,23.593,,,,
3162,03/05/24 01:00:00 午前,23.545,,,,
3163,03/05/24 02:00:00 午前,23.545,,,,
3164,03/05/24 03:00:00 午前,23.569,,,,
3165,03/05/24 04:00:00 午前,23.521,,,,
3166,03/05/24 05:00:00 午前,23.521,,,,
3167,03/05/24 06:00:00 午前,23.521,,,,
3168,03/05/24 07:00:00 午前,23.497,,,,
3169,03/05/24 08:00:00 午前,23.497,,,,
3170,03/05/24 09:00:00 午前,23.521,,,,
3171,03/05/24 10:00:00 午前,23.593,,,,
3172,03/05/24 11:00:00 午前,23.641,,,,
3173,03/05/24 12:00:00 午後,23.641,,,,
3174,03/05/24 01:00:00 午後,23.761,,,,
3175,03/05/24 02:00:00 午後,23.761,,,,
3176,03/05/24 03:00:00 午後,23.761,,,,
3177,03/05/24 04:00:00 午後,23.857,,,,
3178,03/05/24 05:00:00 午後,23.833,,,,
3179,03/05/24 06:00:00 午後,23.641,,,,
3180,03/05/24 07:00:00 午後,23.641,,,,
3181,03/05/24 08:00:00 午後,23.641,,,,
3182,03/05/24 09:00:00 午後,23.593,,,,
3183,03/05/24 10:00:00 午後,23.593,,,,
3184,03/05/24 11:00:00 午後,23.617,,,,
3185,03/06/24 12:00:00 午前,23.617,,,,
3186,03/06/24 01:00:00 午前,23.617,,,,
3187,03/06/24 02:00:00 午前,23.593,,,,
3188,03/06/24 03:00:00 午前,23.593,,,,
3189,03/06/24 04:00:00 午前,23.593,,,,
3190,03/06/24 05:00:00 午前,23.593,,,,
3191,03/06/24 06:00:00 午前,23.593,,,,
3192,03/06/24 07:00:00 午前,23.617,,,,
3193,03/06/24 08:00:00 午前,23.617,,,,
3194,03/06/24 09:00:00 午前,23.641,,,,
3195,03/06/24 10:00:00 午前,23.641,,,,
3196,03/06/24 11:00:00 午前,23.689,,,,
3197,03/06/24 12:00:00 午後,23.665,,,,
3198,03/06/24 01:00:00 午後,23.665,,,,
3199,03/06/24 02:00:00 午後,23.617,,,,
3200,03/06/24 03:00:00 午後,23.569,,,,
3201,03/06/24 04:00:00 午後,23.569,,,,
3202,03/06/24 05:00:00 午後,23.545,,,,
3203,03/06/24 06:00:00 午後,23.521,,,,
3204,03/06/24 07:00:00 午後,23.472,,,,
3205,03/06/24 08:00:00 午後,23.472,,,,
3206,03/06/24 09:00:00 午後,23.448,,,,
3207,03/06/24 10:00:00 午後,23.424,,,,
3208,03/06/24 11:00:00 午後,23.4,,,,
3209,03/07/24 12:00:00 午前,23.376,,,,
3210,03/07/24 01:00:00 午前,23.352,,,,
3211,03/07/24 02:00:00 午前,23.352,,,,
3212,03/07/24 03:00:00 午前,23.352,,,,
3213,03/07/24 04:00:00 午前,23.352,,,,
3214,03/07/24 05:00:00 午前,23.328,,,,
3215,03/07/24 06:00:00 午前,23.304,,,,
3216,03/07/24 07:00:00 午前,23.328,,,,
3217,03/07/24 08:00:00 午前,23.304,,,,
3218,03/07/24 09:00:00 午前,23.304,,,,
3219,03/07/24 10:00:00 午前,23.28,,,,
3220,03/07/24 11:00:00 午前,23.28,,,,
3221,03/07/24 12:00:00 午後,23.28,,,,
3222,03/07/24 01:00:00 午後,23.28,,,,
3223,03/07/24 02:00:00 午後,23.304,,,,
3224,03/07/24 03:00:00 午後,23.328,,,,
3225,03/07/24 04:00:00 午後,23.328,,,,
3226,03/07/24 05:00:00 午後,23.304,,,,
3227,03/07/24 06:00:00 午後,23.256,,,,
3228,03/07/24 07:00:00 午後,23.256,,,,
3229,03/07/24 08:00:00 午後,23.232,,,,
3230,03/07/24 09:00:00 午後,23.208,,,,
3231,03/07/24 10:00:00 午後,23.208,,,,
3232,03/07/24 11:00:00 午後,23.184,,,,
3233,03/08/24 12:00:00 午前,23.208,,,,
3234,03/08/24 01:00:00 午前,23.256,,,,
3235,03/08/24 02:00:00 午前,23.328,,,,
3236,03/08/24 03:00:00 午前,23.304,,,,
