"プロット タイトル: 20054346_St56_20191209-"
"#","日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054346, SEN S/N: 20054346)","カプラー取り外し (LGR S/N: 20054346)","カプラー取り付け (LGR S/N: 20054346)","ホスト接続 (LGR S/N: 20054346)","停止済み (LGR S/N: 20054346)","ファイルの終わり (LGR S/N: 20054346)"
14387,10/04/20 04:00:00 午前,27.333,,,,,
14388,10/04/20 04:30:00 午前,27.604,,,,,
14389,10/04/20 05:00:00 午前,27.801,,,,,
14390,10/04/20 05:30:00 午前,27.924,,,,,
14391,10/04/20 06:00:00 午前,28.023,,,,,
14392,10/04/20 06:30:00 午前,28.097,,,,,
14393,10/04/20 07:00:00 午前,28.122,,,,,
14394,10/04/20 07:30:00 午前,28.171,,,,,
14395,10/04/20 08:00:00 午前,28.221,,,,,
14396,10/04/20 08:30:00 午前,28.270,,,,,
14397,10/04/20 09:00:00 午前,28.345,,,,,
14398,10/04/20 09:30:00 午前,28.468,,,,,
14399,10/04/20 10:00:00 午前,28.617,,,,,
14400,10/04/20 10:30:00 午前,28.742,,,,,
14401,10/04/20 11:00:00 午前,28.916,,,,,
14402,10/04/20 11:30:00 午前,29.140,,,,,
14403,10/04/20 12:00:00 午後,29.315,,,,,
14404,10/04/20 12:30:00 午後,29.439,,,,,
14405,10/04/20 01:00:00 午後,29.565,,,,,
14406,10/04/20 01:30:00 午後,29.740,,,,,
14407,10/04/20 02:00:00 午後,29.916,,,,,
14408,10/04/20 02:30:00 午後,30.091,,,,,
14409,10/04/20 03:00:00 午後,30.268,,,,,
14410,10/04/20 03:30:00 午後,30.419,,,,,
14411,10/04/20 04:00:00 午後,30.520,,,,,
14412,10/04/20 04:30:00 午後,30.596,,,,,
14413,10/04/20 05:00:00 午後,30.773,,,,,
14414,10/04/20 05:30:00 午後,30.444,,,,,
14415,10/04/20 06:00:00 午後,29.765,,,,,
14416,10/04/20 06:30:00 午後,29.215,,,,,
14417,10/04/20 07:00:00 午後,28.941,,,,,
14418,10/04/20 07:30:00 午後,28.841,,,,,
14419,10/04/20 08:00:00 午後,28.766,,,,,
14420,10/04/20 08:30:00 午後,28.717,,,,,
14421,10/04/20 09:00:00 午後,28.667,,,,,
14422,10/04/20 09:30:00 午後,28.617,,,,,
14423,10/04/20 10:00:00 午後,28.543,,,,,
14424,10/04/20 10:30:00 午後,28.493,,,,,
14425,10/04/20 11:00:00 午後,28.468,,,,,
14426,10/04/20 11:30:00 午後,28.369,,,,,
14427,10/05/20 12:00:00 午前,28.345,,,,,
14428,10/05/20 12:30:00 午前,28.270,,,,,
14429,10/05/20 01:00:00 午前,28.196,,,,,
14430,10/05/20 01:30:00 午前,28.147,,,,,
14431,10/05/20 02:00:00 午前,28.072,,,,,
14432,10/05/20 02:30:00 午前,27.974,,,,,
14433,10/05/20 03:00:00 午前,27.801,,,,,
14434,10/05/20 03:30:00 午前,27.579,,,,,
14435,10/05/20 04:00:00 午前,27.259,,,,,
14436,10/05/20 04:30:00 午前,27.235,,,,,
14437,10/05/20 05:00:00 午前,27.677,,,,,
14438,10/05/20 05:30:00 午前,27.924,,,,,
14439,10/05/20 06:00:00 午前,28.023,,,,,
14440,10/05/20 06:30:00 午前,28.072,,,,,
14441,10/05/20 07:00:00 午前,28.122,,,,,
14442,10/05/20 07:30:00 午前,28.147,,,,,
14443,10/05/20 08:00:00 午前,28.221,,,,,
14444,10/05/20 08:30:00 午前,28.270,,,,,
14445,10/05/20 09:00:00 午前,28.369,,,,,
14446,10/05/20 09:30:00 午前,28.468,,,,,
14447,10/05/20 10:00:00 午前,28.543,,,,,
14448,10/05/20 10:30:00 午前,28.667,,,,,
14449,10/05/20 11:00:00 午前,28.717,,,,,
14450,10/05/20 11:30:00 午前,28.941,,,,,
14451,10/05/20 12:00:00 午後,28.965,,,,,
14452,10/05/20 12:30:00 午後,28.965,,,,,
14453,10/05/20 01:00:00 午後,29.065,,,,,
14454,10/05/20 01:30:00 午後,29.090,,,,,
14455,10/05/20 02:00:00 午後,29.190,,,,,
14456,10/05/20 02:30:00 午後,29.115,,,,,
14457,10/05/20 03:00:00 午後,28.816,,,,,
14458,10/05/20 03:30:00 午後,28.816,,,,,
14459,10/05/20 04:00:00 午後,28.742,,,,,
14460,10/05/20 04:30:00 午後,28.593,,,,,
14461,10/05/20 05:00:00 午後,28.543,,,,,
14462,10/05/20 05:30:00 午後,28.568,,,,,
14463,10/05/20 06:00:00 午後,28.543,,,,,
14464,10/05/20 06:30:00 午後,28.518,,,,,
14465,10/05/20 07:00:00 午後,28.493,,,,,
14466,10/05/20 07:30:00 午後,28.493,,,,,
14467,10/05/20 08:00:00 午後,28.493,,,,,
14468,10/05/20 08:30:00 午後,28.493,,,,,
14469,10/05/20 09:00:00 午後,28.493,,,,,
14470,10/05/20 09:30:00 午後,28.493,,,,,
14471,10/05/20 10:00:00 午後,28.468,,,,,
14472,10/05/20 10:30:00 午後,28.468,,,,,
14473,10/05/20 11:00:00 午後,28.419,,,,,
14474,10/05/20 11:30:00 午後,28.394,,,,,
14475,10/06/20 12:00:00 午前,28.394,,,,,
14476,10/06/20 12:30:00 午前,28.345,,,,,
14477,10/06/20 01:00:00 午前,28.345,,,,,
14478,10/06/20 01:30:00 午前,28.295,,,,,
14479,10/06/20 02:00:00 午前,28.245,,,,,
14480,10/06/20 02:30:00 午前,28.196,,,,,
14481,10/06/20 03:00:00 午前,28.147,,,,,
14482,10/06/20 03:30:00 午前,28.147,,,,,
14483,10/06/20 04:00:00 午前,28.221,,,,,
14484,10/06/20 04:30:00 午前,28.270,,,,,
14485,10/06/20 05:00:00 午前,28.270,,,,,
14486,10/06/20 05:30:00 午前,28.270,,,,,
14487,10/06/20 06:00:00 午前,28.295,,,,,
14488,10/06/20 06:30:00 午前,28.295,,,,,
14489,10/06/20 07:00:00 午前,28.295,,,,,
14490,10/06/20 07:30:00 午前,28.270,,,,,
14491,10/06/20 08:00:00 午前,28.295,,,,,
14492,10/06/20 08:30:00 午前,28.295,,,,,
14493,10/06/20 09:00:00 午前,28.320,,,,,
14494,10/06/20 09:30:00 午前,28.295,,,,,
14495,10/06/20 10:00:00 午前,28.320,,,,,
14496,10/06/20 10:30:00 午前,28.320,,,,,
14497,10/06/20 11:00:00 午前,28.320,,,,,
14498,10/06/20 11:30:00 午前,28.320,,,,,
14499,10/06/20 12:00:00 午後,28.295,,,,,
14500,10/06/20 12:30:00 午後,28.320,,,,,
14501,10/06/20 01:00:00 午後,28.320,,,,,
14502,10/06/20 01:30:00 午後,28.295,,,,,
14503,10/06/20 02:00:00 午後,28.345,,,,,
14504,10/06/20 02:30:00 午後,28.320,,,,,
14505,10/06/20 03:00:00 午後,28.270,,,,,
14506,10/06/20 03:30:00 午後,28.270,,,,,
14507,10/06/20 04:00:00 午後,28.196,,,,,
14508,10/06/20 04:30:00 午後,28.196,,,,,
14509,10/06/20 05:00:00 午後,28.147,,,,,
14510,10/06/20 05:30:00 午後,28.221,,,,,
14511,10/06/20 06:00:00 午後,28.171,,,,,
14512,10/06/20 06:30:00 午後,28.171,,,,,
14513,10/06/20 07:00:00 午後,28.122,,,,,
14514,10/06/20 07:30:00 午後,28.147,,,,,
14515,10/06/20 08:00:00 午後,28.122,,,,,
14516,10/06/20 08:30:00 午後,28.122,,,,,
14517,10/06/20 09:00:00 午後,28.122,,,,,
14518,10/06/20 09:30:00 午後,28.097,,,,,
14519,10/06/20 10:00:00 午後,28.048,,,,,
14520,10/06/20 10:30:00 午後,28.048,,,,,
14521,10/06/20 11:00:00 午後,27.974,,,,,
14522,10/06/20 11:30:00 午後,27.924,,,,,
14523,10/07/20 12:00:00 午前,27.875,,,,,
14524,10/07/20 12:30:00 午前,27.825,,,,,
14525,10/07/20 01:00:00 午前,27.751,,,,,
14526,10/07/20 01:30:00 午前,27.727,,,,,
14527,10/07/20 02:00:00 午前,27.751,,,,,
14528,10/07/20 02:30:00 午前,27.702,,,,,
14529,10/07/20 03:00:00 午前,27.653,,,,,
14530,10/07/20 03:30:00 午前,27.628,,,,,
14531,10/07/20 04:00:00 午前,27.677,,,,,
14532,10/07/20 04:30:00 午前,27.628,,,,,
14533,10/07/20 05:00:00 午前,27.628,,,,,
14534,10/07/20 05:30:00 午前,27.677,,,,,
14535,10/07/20 06:00:00 午前,27.751,,,,,
14536,10/07/20 06:30:00 午前,27.825,,,,,
14537,10/07/20 07:00:00 午前,27.850,,,,,
14538,10/07/20 07:30:00 午前,27.875,,,,,
14539,10/07/20 08:00:00 午前,27.924,,,,,
14540,10/07/20 08:30:00 午前,27.949,,,,,
14541,10/07/20 09:00:00 午前,28.023,,,,,
14542,10/07/20 09:30:00 午前,28.072,,,,,
14543,10/07/20 10:00:00 午前,28.072,,,,,
14544,10/07/20 10:30:00 午前,28.122,,,,,
14545,10/07/20 11:00:00 午前,28.072,,,,,
14546,10/07/20 11:30:00 午前,28.072,,,,,
14547,10/07/20 12:00:00 午後,28.072,,,,,
14548,10/07/20 12:30:00 午後,28.072,,,,,
14549,10/07/20 01:00:00 午後,28.097,,,,,
14550,10/07/20 01:30:00 午後,28.221,,,,,
14551,10/07/20 02:00:00 午後,28.345,,,,,
14552,10/07/20 02:30:00 午後,28.419,,,,,
14553,10/07/20 03:00:00 午後,28.369,,,,,
14554,10/07/20 03:30:00 午後,28.345,,,,,
14555,10/07/20 04:00:00 午後,28.270,,,,,
14556,10/07/20 04:30:00 午後,28.196,,,,,
14557,10/07/20 05:00:00 午後,28.147,,,,,
14558,10/07/20 05:30:00 午後,28.072,,,,,
14559,10/07/20 06:00:00 午後,28.048,,,,,
14560,10/07/20 06:30:00 午後,27.998,,,,,
14561,10/07/20 07:00:00 午後,27.974,,,,,
14562,10/07/20 07:30:00 午後,27.974,,,,,
14563,10/07/20 08:00:00 午後,27.949,,,,,
14564,10/07/20 08:30:00 午後,27.949,,,,,
14565,10/07/20 09:00:00 午後,27.949,,,,,
14566,10/07/20 09:30:00 午後,27.974,,,,,
14567,10/07/20 10:00:00 午後,27.974,,,,,
14568,10/07/20 10:30:00 午後,28.023,,,,,
14569,10/07/20 11:00:00 午後,28.048,,,,,
14570,10/07/20 11:30:00 午後,28.072,,,,,
14571,10/08/20 12:00:00 午前,28.048,,,,,
14572,10/08/20 12:30:00 午前,28.048,,,,,
14573,10/08/20 01:00:00 午前,27.998,,,,,
14574,10/08/20 01:30:00 午前,27.949,,,,,
14575,10/08/20 02:00:00 午前,27.875,,,,,
14576,10/08/20 02:30:00 午前,27.825,,,,,
14577,10/08/20 03:00:00 午前,27.776,,,,,
14578,10/08/20 03:30:00 午前,27.776,,,,,
14579,10/08/20 04:00:00 午前,27.677,,,,,
14580,10/08/20 04:30:00 午前,27.702,,,,,
14581,10/08/20 05:00:00 午前,27.727,,,,,
14582,10/08/20 05:30:00 午前,27.776,,,,,
14583,10/08/20 06:00:00 午前,27.801,,,,,
14584,10/08/20 06:30:00 午前,27.801,,,,,
14585,10/08/20 07:00:00 午前,27.899,,,,,
14586,10/08/20 07:30:00 午前,27.949,,,,,
14587,10/08/20 08:00:00 午前,27.998,,,,,
14588,10/08/20 08:30:00 午前,28.023,,,,,
14589,10/08/20 09:00:00 午前,28.122,,,,,
14590,10/08/20 09:30:00 午前,28.196,,,,,
14591,10/08/20 10:00:00 午前,28.270,,,,,
14592,10/08/20 10:30:00 午前,28.320,,,,,
14593,10/08/20 11:00:00 午前,28.320,,,,,
14594,10/08/20 11:30:00 午前,28.419,,,,,
14595,10/08/20 12:00:00 午後,28.468,,,,,
14596,10/08/20 12:30:00 午後,28.493,,,,,
14597,10/08/20 01:00:00 午後,28.518,,,,,
14598,10/08/20 01:30:00 午後,28.444,,,,,
14599,10/08/20 02:00:00 午後,28.543,,,,,
14600,10/08/20 02:30:00 午後,28.543,,,,,
14601,10/08/20 03:00:00 午後,28.518,,,,,
14602,10/08/20 03:30:00 午後,28.419,,,,,
14603,10/08/20 04:00:00 午後,28.320,,,,,
14604,10/08/20 04:30:00 午後,28.295,,,,,
14605,10/08/20 05:00:00 午後,28.270,,,,,
14606,10/08/20 05:30:00 午後,28.196,,,,,
14607,10/08/20 06:00:00 午後,28.171,,,,,
14608,10/08/20 06:30:00 午後,28.147,,,,,
14609,10/08/20 07:00:00 午後,28.147,,,,,
14610,10/08/20 07:30:00 午後,28.122,,,,,
14611,10/08/20 08:00:00 午後,28.147,,,,,
14612,10/08/20 08:30:00 午後,28.147,,,,,
14613,10/08/20 09:00:00 午後,28.147,,,,,
14614,10/08/20 09:30:00 午後,28.122,,,,,
14615,10/08/20 10:00:00 午後,28.122,,,,,
14616,10/08/20 10:30:00 午後,28.122,,,,,
14617,10/08/20 11:00:00 午後,28.097,,,,,
14618,10/08/20 11:30:00 午後,28.097,,,,,
14619,10/09/20 12:00:00 午前,28.072,,,,,
14620,10/09/20 12:30:00 午前,28.097,,,,,
14621,10/09/20 01:00:00 午前,28.048,,,,,
14622,10/09/20 01:30:00 午前,28.023,,,,,
14623,10/09/20 02:00:00 午前,27.998,,,,,
14624,10/09/20 02:30:00 午前,27.998,,,,,
14625,10/09/20 03:00:00 午前,27.974,,,,,
14626,10/09/20 03:30:00 午前,27.949,,,,,
14627,10/09/20 04:00:00 午前,27.974,,,,,
14628,10/09/20 04:30:00 午前,27.899,,,,,
14629,10/09/20 05:00:00 午前,27.924,,,,,
14630,10/09/20 05:30:00 午前,27.875,,,,,
14631,10/09/20 06:00:00 午前,27.949,,,,,
14632,10/09/20 06:30:00 午前,27.899,,,,,
14633,10/09/20 07:00:00 午前,27.924,,,,,
14634,10/09/20 07:30:00 午前,27.924,,,,,
14635,10/09/20 08:00:00 午前,27.974,,,,,
14636,10/09/20 08:30:00 午前,28.023,,,,,
14637,10/09/20 09:00:00 午前,28.072,,,,,
14638,10/09/20 09:30:00 午前,28.122,,,,,
14639,10/09/20 10:00:00 午前,28.196,,,,,
14640,10/09/20 10:30:00 午前,28.147,,,,,
14641,10/09/20 11:00:00 午前,28.295,,,,,
14642,10/09/20 11:30:00 午前,28.369,,,,,
14643,10/09/20 12:00:00 午後,28.419,,,,,
14644,10/09/20 12:30:00 午後,28.444,,,,,
14645,10/09/20 01:00:00 午後,28.444,,,,,
14646,10/09/20 01:30:00 午後,28.369,,,,,
14647,10/09/20 02:00:00 午後,28.270,,,,,
14648,10/09/20 02:30:00 午後,28.196,,,,,
14649,10/09/20 03:00:00 午後,28.122,,,,,
14650,10/09/20 03:30:00 午後,28.097,,,,,
14651,10/09/20 04:00:00 午後,28.072,,,,,
14652,10/09/20 04:30:00 午後,28.048,,,,,
14653,10/09/20 05:00:00 午後,28.023,,,,,
14654,10/09/20 05:30:00 午後,28.023,,,,,
14655,10/09/20 06:00:00 午後,27.998,,,,,
14656,10/09/20 06:30:00 午後,27.998,,,,,
14657,10/09/20 07:00:00 午後,27.974,,,,,
14658,10/09/20 07:30:00 午後,27.974,,,,,
14659,10/09/20 08:00:00 午後,27.974,,,,,
14660,10/09/20 08:30:00 午後,27.998,,,,,
14661,10/09/20 09:00:00 午後,27.998,,,,,
14662,10/09/20 09:30:00 午後,27.974,,,,,
14663,10/09/20 10:00:00 午後,27.974,,,,,
14664,10/09/20 10:30:00 午後,27.974,,,,,
14665,10/09/20 11:00:00 午後,27.949,,,,,
14666,10/09/20 11:30:00 午後,27.974,,,,,
14667,10/10/20 12:00:00 午前,27.924,,,,,
14668,10/10/20 12:30:00 午前,27.924,,,,,
14669,10/10/20 01:00:00 午前,27.924,,,,,
14670,10/10/20 01:30:00 午前,27.899,,,,,
14671,10/10/20 02:00:00 午前,27.850,,,,,
14672,10/10/20 02:30:00 午前,27.850,,,,,
14673,10/10/20 03:00:00 午前,27.825,,,,,
14674,10/10/20 03:30:00 午前,27.801,,,,,
14675,10/10/20 04:00:00 午前,27.776,,,,,
14676,10/10/20 04:30:00 午前,27.727,,,,,
14677,10/10/20 05:00:00 午前,27.702,,,,,
14678,10/10/20 05:30:00 午前,27.677,,,,,
14679,10/10/20 06:00:00 午前,27.677,,,,,
14680,10/10/20 06:30:00 午前,27.677,,,,,
14681,10/10/20 07:00:00 午前,27.653,,,,,
14682,10/10/20 07:30:00 午前,27.677,,,,,
14683,10/10/20 08:00:00 午前,27.702,,,,,
14684,10/10/20 08:30:00 午前,27.727,,,,,
14685,10/10/20 09:00:00 午前,27.801,,,,,
14686,10/10/20 09:30:00 午前,27.850,,,,,
14687,10/10/20 10:00:00 午前,27.974,,,,,
14688,10/10/20 10:30:00 午前,27.875,,,,,
14689,10/10/20 11:00:00 午前,27.974,,,,,
14690,10/10/20 11:30:00 午前,27.924,,,,,
14691,10/10/20 12:00:00 午後,27.850,,,,,
14692,10/10/20 12:30:00 午後,27.875,,,,,
14693,10/10/20 01:00:00 午後,27.899,,,,,
14694,10/10/20 01:30:00 午後,27.974,,,,,
14695,10/10/20 02:00:00 午後,28.097,,,,,
14696,10/10/20 02:30:00 午後,28.171,,,,,
14697,10/10/20 03:00:00 午後,28.171,,,,,
14698,10/10/20 03:30:00 午後,28.171,,,,,
14699,10/10/20 04:00:00 午後,28.171,,,,,
14700,10/10/20 04:30:00 午後,28.122,,,,,
14701,10/10/20 05:00:00 午後,28.072,,,,,
14702,10/10/20 05:30:00 午後,28.048,,,,,
14703,10/10/20 06:00:00 午後,28.023,,,,,
14704,10/10/20 06:30:00 午後,27.998,,,,,
14705,10/10/20 07:00:00 午後,27.998,,,,,
14706,10/10/20 07:30:00 午後,27.998,,,,,
14707,10/10/20 08:00:00 午後,28.023,,,,,
14708,10/10/20 08:30:00 午後,28.072,,,,,
14709,10/10/20 09:00:00 午後,28.097,,,,,
14710,10/10/20 09:30:00 午後,28.122,,,,,
14711,10/10/20 10:00:00 午後,28.122,,,,,
14712,10/10/20 10:30:00 午後,28.097,,,,,
14713,10/10/20 11:00:00 午後,28.097,,,,,
14714,10/10/20 11:30:00 午後,28.097,,,,,
14715,10/11/20 12:00:00 午前,28.097,,,,,
14716,10/11/20 12:30:00 午前,28.072,,,,,
14717,10/11/20 01:00:00 午前,28.072,,,,,
14718,10/11/20 01:30:00 午前,28.048,,,,,
14719,10/11/20 02:00:00 午前,28.048,,,,,
14720,10/11/20 02:30:00 午前,28.023,,,,,
14721,10/11/20 03:00:00 午前,28.023,,,,,
14722,10/11/20 03:30:00 午前,28.023,,,,,
14723,10/11/20 04:00:00 午前,28.023,,,,,
14724,10/11/20 04:30:00 午前,27.998,,,,,
14725,10/11/20 05:00:00 午前,27.998,,,,,
14726,10/11/20 05:30:00 午前,27.974,,,,,
14727,10/11/20 06:00:00 午前,27.949,,,,,
14728,10/11/20 06:30:00 午前,27.924,,,,,
14729,10/11/20 07:00:00 午前,27.924,,,,,
14730,10/11/20 07:30:00 午前,27.875,,,,,
14731,10/11/20 08:00:00 午前,27.875,,,,,
14732,10/11/20 08:30:00 午前,27.899,,,,,
14733,10/11/20 09:00:00 午前,27.924,,,,,
14734,10/11/20 09:30:00 午前,27.974,,,,,
14735,10/11/20 10:00:00 午前,27.974,,,,,
14736,10/11/20 10:30:00 午前,27.974,,,,,
14737,10/11/20 11:00:00 午前,27.974,,,,,
14738,10/11/20 11:30:00 午前,28.048,,,,,
14739,10/11/20 12:00:00 午後,28.122,,,,,
14740,10/11/20 12:30:00 午後,28.171,,,,,
14741,10/11/20 01:00:00 午後,28.196,,,,,
14742,10/11/20 01:30:00 午後,28.221,,,,,
14743,10/11/20 02:00:00 午後,28.171,,,,,
14744,10/11/20 02:30:00 午後,28.122,,,,,
14745,10/11/20 03:00:00 午後,28.171,,,,,
14746,10/11/20 03:30:00 午後,28.196,,,,,
14747,10/11/20 04:00:00 午後,28.221,,,,,
14748,10/11/20 04:30:00 午後,28.245,,,,,
14749,10/11/20 05:00:00 午後,28.221,,,,,
14750,10/11/20 05:30:00 午後,28.196,,,,,
14751,10/11/20 06:00:00 午後,28.221,,,,,
14752,10/11/20 06:30:00 午後,28.196,,,,,
14753,10/11/20 07:00:00 午後,28.171,,,,,
14754,10/11/20 07:30:00 午後,28.171,,,,,
14755,10/11/20 08:00:00 午後,28.196,,,,,
14756,10/11/20 08:30:00 午後,28.196,,,,,
14757,10/11/20 09:00:00 午後,28.171,,,,,
14758,10/11/20 09:30:00 午後,28.171,,,,,
14759,10/11/20 10:00:00 午後,28.147,,,,,
14760,10/11/20 10:30:00 午後,28.147,,,,,
14761,10/11/20 11:00:00 午後,28.122,,,,,
14762,10/11/20 11:30:00 午後,28.122,,,,,
14763,10/12/20 12:00:00 午前,28.147,,,,,
14764,10/12/20 12:30:00 午前,28.171,,,,,
14765,10/12/20 01:00:00 午前,28.171,,,,,
14766,10/12/20 01:30:00 午前,28.196,,,,,
14767,10/12/20 02:00:00 午前,28.196,,,,,
14768,10/12/20 02:30:00 午前,28.196,,,,,
14769,10/12/20 03:00:00 午前,28.196,,,,,
14770,10/12/20 03:30:00 午前,28.171,,,,,
14771,10/12/20 04:00:00 午前,28.171,,,,,
14772,10/12/20 04:30:00 午前,28.171,,,,,
14773,10/12/20 05:00:00 午前,28.171,,,,,
14774,10/12/20 05:30:00 午前,28.171,,,,,
14775,10/12/20 06:00:00 午前,28.147,,,,,
14776,10/12/20 06:30:00 午前,28.122,,,,,
14777,10/12/20 07:00:00 午前,28.147,,,,,
14778,10/12/20 07:30:00 午前,28.147,,,,,
14779,10/12/20 08:00:00 午前,28.171,,,,,
14780,10/12/20 08:30:00 午前,28.270,,,,,
14781,10/12/20 09:00:00 午前,28.295,,,,,
14782,10/12/20 09:30:00 午前,28.221,,,,,
14783,10/12/20 10:00:00 午前,28.245,,,,,
14784,10/12/20 10:30:00 午前,28.270,,,,,
14785,10/12/20 11:00:00 午前,28.270,,,,,
14786,10/12/20 11:30:00 午前,28.394,,,,,
14787,10/12/20 12:00:00 午後,28.493,,,,,
14788,10/12/20 12:30:00 午後,28.394,,,,,
14789,10/12/20 01:00:00 午後,28.345,,,,,
14790,10/12/20 01:30:00 午後,28.444,,,,,
14791,10/12/20 02:00:00 午後,28.468,,,,,
14792,10/12/20 02:30:00 午後,28.444,,,,,
14793,10/12/20 03:00:00 午後,28.444,,,,,
14794,10/12/20 03:30:00 午後,28.444,,,,,
14795,10/12/20 04:00:00 午後,28.369,,,,,
14796,10/12/20 04:30:00 午後,28.345,,,,,
14797,10/12/20 05:00:00 午後,28.320,,,,,
14798,10/12/20 05:30:00 午後,28.320,,,,,
14799,10/12/20 06:00:00 午後,28.295,,,,,
14800,10/12/20 06:30:00 午後,28.270,,,,,
14801,10/12/20 07:00:00 午後,28.221,,,,,
14802,10/12/20 07:30:00 午後,28.171,,,,,
14803,10/12/20 08:00:00 午後,28.147,,,,,
14804,10/12/20 08:30:00 午後,28.122,,,,,
14805,10/12/20 09:00:00 午後,28.122,,,,,
14806,10/12/20 09:30:00 午後,28.097,,,,,
14807,10/12/20 10:00:00 午後,28.072,,,,,
14808,10/12/20 10:30:00 午後,28.048,,,,,
14809,10/12/20 11:00:00 午後,28.048,,,,,
14810,10/12/20 11:30:00 午後,28.048,,,,,
14811,10/13/20 12:00:00 午前,28.048,,,,,
14812,10/13/20 12:30:00 午前,28.072,,,,,
14813,10/13/20 01:00:00 午前,28.097,,,,,
14814,10/13/20 01:30:00 午前,28.122,,,,,
14815,10/13/20 02:00:00 午前,28.097,,,,,
14816,10/13/20 02:30:00 午前,28.072,,,,,
14817,10/13/20 03:00:00 午前,28.023,,,,,
14818,10/13/20 03:30:00 午前,27.998,,,,,
14819,10/13/20 04:00:00 午前,27.974,,,,,
14820,10/13/20 04:30:00 午前,27.974,,,,,
14821,10/13/20 05:00:00 午前,27.949,,,,,
14822,10/13/20 05:30:00 午前,27.949,,,,,
14823,10/13/20 06:00:00 午前,27.924,,,,,
14824,10/13/20 06:30:00 午前,27.899,,,,,
14825,10/13/20 07:00:00 午前,27.875,,,,,
14826,10/13/20 07:30:00 午前,27.875,,,,,
14827,10/13/20 08:00:00 午前,27.899,,,,,
14828,10/13/20 08:30:00 午前,27.899,,,,,
14829,10/13/20 09:00:00 午前,27.949,,,,,
14830,10/13/20 09:30:00 午前,28.023,,,,,
14831,10/13/20 10:00:00 午前,27.998,,,,,
14832,10/13/20 10:30:00 午前,27.924,,,,,
14833,10/13/20 11:00:00 午前,27.875,,,,,
14834,10/13/20 11:30:00 午前,27.949,,,,,
14835,10/13/20 12:00:00 午後,27.899,,,,,
14836,10/13/20 12:30:00 午後,27.875,,,,,
14837,10/13/20 01:00:00 午後,27.875,,,,,
14838,10/13/20 01:30:00 午後,27.825,,,,,
14839,10/13/20 02:00:00 午後,27.850,,,,,
14840,10/13/20 02:30:00 午後,27.899,,,,,
14841,10/13/20 03:00:00 午後,27.949,,,,,
14842,10/13/20 03:30:00 午後,27.974,,,,,
14843,10/13/20 04:00:00 午後,27.949,,,,,
14844,10/13/20 04:30:00 午後,27.924,,,,,
14845,10/13/20 05:00:00 午後,27.924,,,,,
14846,10/13/20 05:30:00 午後,27.875,,,,,
14847,10/13/20 06:00:00 午後,27.850,,,,,
14848,10/13/20 06:30:00 午後,27.825,,,,,
14849,10/13/20 07:00:00 午後,27.801,,,,,
14850,10/13/20 07:30:00 午後,27.751,,,,,
14851,10/13/20 08:00:00 午後,27.727,,,,,
14852,10/13/20 08:30:00 午後,27.677,,,,,
14853,10/13/20 09:00:00 午後,27.653,,,,,
14854,10/13/20 09:30:00 午後,27.653,,,,,
14855,10/13/20 10:00:00 午後,27.653,,,,,
14856,10/13/20 10:30:00 午後,27.653,,,,,
14857,10/13/20 11:00:00 午後,27.653,,,,,
14858,10/13/20 11:30:00 午後,27.727,,,,,
14859,10/14/20 12:00:00 午前,27.653,,,,,
14860,10/14/20 12:30:00 午前,27.677,,,,,
14861,10/14/20 01:00:00 午前,27.702,,,,,
14862,10/14/20 01:30:00 午前,27.751,,,,,
14863,10/14/20 02:00:00 午前,27.751,,,,,
14864,10/14/20 02:30:00 午前,27.801,,,,,
14865,10/14/20 03:00:00 午前,27.825,,,,,
14866,10/14/20 03:30:00 午前,27.801,,,,,
14867,10/14/20 04:00:00 午前,27.801,,,,,
14868,10/14/20 04:30:00 午前,27.751,,,,,
14869,10/14/20 05:00:00 午前,27.727,,,,,
14870,10/14/20 05:30:00 午前,27.727,,,,,
14871,10/14/20 06:00:00 午前,27.751,,,,,
14872,10/14/20 06:30:00 午前,27.751,,,,,
14873,10/14/20 07:00:00 午前,27.727,,,,,
14874,10/14/20 07:30:00 午前,27.727,,,,,
14875,10/14/20 08:00:00 午前,27.727,,,,,
14876,10/14/20 08:30:00 午前,27.776,,,,,
14877,10/14/20 09:00:00 午前,27.850,,,,,
14878,10/14/20 09:30:00 午前,27.974,,,,,
14879,10/14/20 10:00:00 午前,28.196,,,,,
14880,10/14/20 10:30:00 午前,28.270,,,,,
14881,10/14/20 11:00:00 午前,28.171,,,,,
14882,10/14/20 11:30:00 午前,28.394,,,,,
14883,10/14/20 12:00:00 午後,28.692,,,,,
14884,10/14/20 12:30:00 午後,28.791,,,,,
14885,10/14/20 01:00:00 午後,28.692,,,,,
14886,10/14/20 01:30:00 午後,28.568,,,,,
14887,10/14/20 02:00:00 午後,28.369,,,,,
14888,10/14/20 02:30:00 午後,28.270,,,,,
14889,10/14/20 03:00:00 午後,28.122,,,,,
14890,10/14/20 03:30:00 午後,28.023,,,,,
14891,10/14/20 04:00:00 午後,28.023,,,,,
14892,10/14/20 04:30:00 午後,28.023,,,,,
14893,10/14/20 05:00:00 午後,28.048,,,,,
14894,10/14/20 05:30:00 午後,28.072,,,,,
14895,10/14/20 06:00:00 午後,28.072,,,,,
14896,10/14/20 06:30:00 午後,28.072,,,,,
14897,10/14/20 07:00:00 午後,28.072,,,,,
